sentence,label,dataset
跟同学逛街，她强烈要求到沃尔玛去，我立马猜到——找泡芙去是吧？经常逛点评也看到了大家的好评如潮，久闻不如一见哦！\n很好找，一进门就看到，挺喜欢这个logo，虽然这个老头有点丑，但是很有亲切感呢~\n不太爱吃甜食，况且我不太接受一张10元人民币换一个泡芙的现实，嘿嘿~跟着同学沾光，尝了尝~\n不知为啥她什么都喜欢抹茶口味，于是选了抹茶脆皮，吃过这只泡芙我真是太抵触抹茶味了，不好意思的说我觉得自己像在吃牙膏，仁者见仁啦！,0,dianping
现在搬家了 搬到鲁谷去了\n记得在这里拔牙的 是一对老夫妻 \n有2台仪器 服务超级好 技术也一流 价格还便宜 看牙的好地方 每次有牙科问题第一想到的就是这里 人少不用等,1,dianping
游览完静园步行到老房子，大概走了20分钟，一不留神差点走过，很不起眼的。外墙是老旧红色砖房，小小的门口，里边的陈设也是老物件。当时也不太饿，就点了个老板推荐的老爆三，味道还行，就是忒咸，忘了提醒少放盐了，我们口味比较淡。不过当时已经过了饭点，屋里就我们一桌，不知是不是老板犯懒，还是怎么滴，就给我们用纸盘子上来了，很是少见啊。,0,dianping
上次同学不小心买了一杯招牌给我，我才发现在北京也有这么好喝的港饮的店！从此就恋上了他们家的港饮..经常有空再附近就专门跑过来..\n地点在东四往北走还挺远的。店面布置非常温馨！蛮大的，里面配有很多漫画，居然还有游戏机等等，为顾客考虑的真的很周到~店员态度也很好~\n招牌和丝袜都挺正~平时我也只喝这两种。丝袜这次喝觉得有点甜~不知道是不是只是这一次的问题~\n总之不错啊是我们思念港饮的好地方,1,dianping
最近很郁闷，周末和朋友出来喝酒。\n离家好远，到了酒吧就饿到不成了，吃了一整个牛排三明治也没觉得饱。里面的薯条很好吃，其他的也就一般了，好在也便宜。\n楼下都是外国人，楼上相对来说安静，磨叽了一下才找了个二楼的座位，清静又舒服。\n10点以前酒都是半价的，所以就喝喝喝~刚刚喝到有点茫，就突然来了一大批客人，又唱又跳的，瞬间被雷清醒了~\n喝完了已经是午夜了，打车回家，出租车司机貌似劳累过度有睡着的迹象，把我的酒彻底吓醒了。。。,1,dianping
在附近游完泳，肚子饿得不行了，和好朋友们一起去吃的，我们一共四个人，里面环境挺不错，人不算多也不算少，可是并没有显得很拥挤；肚子很饿，点了好多烤肉，好像要了一个158的烤肉套餐吧，就是好多肉都有的那种，不过我不爱吃韩国的小菜啊等等，又少又难吃，可是我爱吃烤肉，我们四个女生，其实点的不少，可是量不大，肚子又饿，居然不够吃，又点了3个石锅拌饭和一个咖喱炒饭，，也让我们给吃完了，真佩服我们的胃口，哈哈，不过觉得他家性价比蛮差的，我们吃的人均都80了，4个女生，建议没有优惠和活动的话还是别来了！,0,dianping
我觉得辣锅有点咸，吃了不少家的火锅竟然觉得傣妹的味道最好，当然卫生环境不能和滋奇比。羊肉非常嫩。龙虾里面貌似有酒，吃到点酒味。龙虾剪得很干净，就是现在还没什么肉,0,dianping
就在我们家附近，走过去大概10分钟，真的方便啊！\n服务还是很不错的，和所有的85门店一样，装修什么的都差不多，试吃活动会经常有，啊哈哈哈\n于是，我就会经常去！老妈很喜欢里面的蒜香面包，咸咸的很好吃~,1,dianping
平常也不怎么去那里，偶尔的一次逛街和朋友去的，那里的鞋子还可以，衣服的款式也不怎么多，有点俗！不过消费还算可以，属于那种脚底店的消费！！！！,1,dianping
点了鲜虾云吞面，可能是吃之前期望值定得有点高了，离大洋很近，吃起来确实很冲，榴莲的臭味几乎都没有了，没有大家说得那么好，大致就是个中规中矩的港式茶餐厅～，也非常显眼，服务员不会安排座位。,0,dianping
在西安本地同学的带领下游过西安，在街头小巷中吃过地道的羊肉泡和肉夹馍，很怀念这种感觉和味道。因此对这间餐厅也向往以久，但因为家里人对面食及北方菜系不感兴趣，一直没来过，昨天好不容易说服下来了，打开菜单一看，还真没法下手，顾及到家人的口味，好不容易点了几个看起来比较像粤菜的，后悔了和家人一齐来。羊肉泡和肉夹馍一般般，几个菜味道还可以。还是要另找些朋友再来一次，因为根本就没点到比较正宗的西北风味的菜。,0,dianping
很喜欢MOMCHHICHI，每次杂志上看到都舍不得放下，后来终于拥有了一对，大爱！就算不买，都想能够经常的去看看,1,dianping
环境小了点，好迷你，下午四五点还有很多人排队，等位很正常。\n环境不错，休闲一下挺好的，服务还算到位。\n喜欢点招牌，芒果白雪黑糯米甜甜最好吃，味道很好，芒果很大个，黑糯米完全恰到好处，白雪里面有冰片，喜欢~\n最喜欢双皮奶，觉得超好吃，很是喜欢！,1,dianping
非常不错的面包店，现在能开在家门口了，买东西方便多了。经常关顾，希望平时能多搞一些优惠活动。价格不算便宜，但是味道不错，和宜芝多差不多。很喜欢！,1,dianping
在大众打印的优惠券，虽然从69折涨成89折，不过还是很值的。两个人，一份羊肉套餐，两杯芒果饮料，非常划算。主食建议选择面，因为饺子很少，烧饼太小，哈哈。\n最近新推出了“蛋白Q豆腐”，服务员推荐的，点了一份，结果感觉非常上当，什么东西啊，跟麻辣烫里的那些豆腐差不多，只不过是原味的。还要8块呢，总共没有几块儿。,1,dianping
牌子很亮，很能吸引眼球，传说中的海鲜烧烤自助，晚上去尝试了一下。\n位置很好找，距离火车站很近；价格也不算贵，28元一位，算是比较实惠吧。\n饭店的就餐环境还算不错的，空间很敞亮，就餐位置足够，不过个人觉得设计的不够合理，自助餐台是在餐厅的一角，对角线的食客命太差了，要走很远的路，如果餐台能够放在餐厅的中央就好了。\n菜品的种类也挺丰富，不过好吃的东西真的不多，说是海鲜自助，真正的海鲜也就是一些贝类，还有鱿鱼、黄花鱼，其他的真没有啥海鲜了。\n烤串是单点的，需要跟服务员要求，服务员会为你下单，味道还不错。\n很多东西都是要单收费的，比如说酒水要单算，比如说餐巾纸也要单算2元，垫在烤锅上的那个纸也是要收费的1元，茶水也没有免费的5元。\n总的还说这家店还算凑合，相当的凑合。,0,dianping
超爱这家店！！！\n在韩国的时候就超爱，首尔那家店总是排大队！回上海了就以为吃不到了总是想着啊。结果现在开了上海分店了！！！太开心了！！！\n芝士年糕还有部队年糕是大爱！！！强烈推荐的是最后的炒饭！！！好吃到幸福！！！\n可惜价钱比首尔的贵了一点点。。。首尔那家店排大队的原因也是平价又好吃。。。,1,dianping
绝对经典的铜锅涮肉~简单的清汤，配上麻酱小料，省下的就是细细品位肉和菜的香了。朋友说海鲜小料的味道也很不错~\n毛肚切的很细，也很爱熟，很嫩！\n一个一阵子不去就让人很想念的味道~~,1,dianping
身体不舒服，不想吃那些油腻的，看着那些牛排啊烧烤的店不能进去，真是。。。后来来他家了，涮点菜吃，还可以，价钱也比较便宜，环境也就那样吧,0,dianping
豆浆油条就不用说了，招牌嘛，个人觉得他家的甜点都很好吃，水晶包也好吃，馅儿很鲜美，样子就不是那么的好看，不过好吃最要紧啦,1,dianping
算上今天，是第二次去了\n都是朋友小聚\n因为一个朋友对这一带熟悉\n来的这里\n不过味道还是不错的\n但是环境真的是一般啊\n今天点了宫保鸡丁，我喜欢里面的花生米\n很脆的,0,dianping
这家上岛分店位于俺家附近，迟迟没有去的原因在于，次次路过他家往里看去都是黑漆漆一片，白天晚上都如此，比起附近的名典和米萝，外观视觉差了很多。有天晚上胃口不佳，俺家领导体贴带俺来此以俺大爱的吞拿鱼三文治逗俺开心。\n事实证明，以前不来这家是多么正确，以后不来这家更是明智的抉择。\n1、环境：这家比起华侨城（欢乐谷附近）分店，环境落差太多。面积不够宽敞，整体设计不够通透，视野被店面内不应该有的设计阻隔开。光线方面，除了黑还是黑，过黑啦，导致俺拍个照片都得对焦半天。不过还好，能看得到对面坐着的人。靠窗位基本上是沙发卡座，但比起名典和米萝，沙发的舒适度逊色不少。没有钢琴伴奏。钢琴只是摆设。\n2、食物出品：俺的吞拿鱼三文治和俺家领导的腊味煲仔饭，分量不及米萝，味道不及名典。出品的自身降低了咖啡馆的档次。\n3、价格：比起名典卡的8.8折，携程VIP的8.5折，这家的上岛卡打折却有诸多障碍和借口，虽然号称持卡可打8.8折，但最后整单只少收了3元钱。\n4、服务：这里的服务员，不论男女，脸上不带笑容，回答客人提问木木呆呆。莫非因为这家靠近财政局，所以不愁客源？\n虽然俺对于这家的印象是坏到极点，但还是拍下这家的餐牌和出品，世间自有公道，俺不愿意或许因为俺个人的喜好而影响了大家的选择。,0,dianping
冷言冷语。完全与品牌不符。 虽然味道不错可还是影响心情。 基本不会再光顾。真不知道是怎么培训的。      哎,0,dianping
去过几次，一般以牛排、鱼生、蔬菜为主，喝点葡萄酒。菜品质量一般，主要是和朋友聚餐时，自助餐能基本满足大家的口味。原本要办一张卡，但哪天的服务很糟糕，牛排不热，而且很硬，但服务生就是不肯认错，所以就over了。顶着静雅的名号，就应该有头等舱的服务。,0,dianping
就在公司附近，中午就叫外卖了。打电话过去，问是否送外卖，店家说2份起送。于是和同事一起，叫了几份。以前也叫过外卖，这家店的时间观念差，一直是“有名”的。可是，今天晚的实在太离谱。要的是11：30送到，到时中午12：30，打电话去催，先是无人接听，之后再打就是忙线了。打了20分钟依旧如此。服务态度恶劣，如果实在不能送，至少打个电话通知一下吧~~~这样的店，以后决不再光顾。,0,dianping
过生日在这里订购了一个双层的黄油蛋糕，之前的蛋糕都在这里定的，不过之前都是吃奶油的。感觉还是不错的。\n但是谁想到。。这个的这个黄油的，真是个大悲剧！\n吃起来十分腻！我平常超级能吃甜食。什么暴风雪两大杯一点不成问题。特别能抵抗腻的感觉。但是这个。。我去\n一口下去就不行了。黄油层十分的厚实。非常糊嘴，特别腻。以后还是不要创新的好= =,0,dianping
朋友推荐过去染了个颜色，帮我染色的是lily，很爽气也很细心的一个女孩子，本来是蛮喜欢她头上的颜色，不过要漂的，太伤发了，所以还是决定染个我之前很喜欢的紫色，接近酒红的那种。lily真的很细心，然好后我的发梢部分的颜色有点衔接不上，其实看不太清的，但是她还是很细心帮我又补了一下发梢部分的颜色。他们店里有蛮多女孩子喜欢吃的零食，饮料用的也是果粒橙，只要杯子里没了，就会立刻叫服务员端新的上来，服务还是相当周到的，今天人蛮多的，店面比较小，所以显得有点挤，但是lily和店长susan安排蛮好的，所以我也没等很久就开始做头发了，就在3楼，很好找，人气还是蛮旺的。最重要的是，染出来的效果很不错，是我之前很想要的颜色，而且衔接的很好，没有色差。,1,dianping
